scorer,,,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk
bodyparts,,,nose,nose,chin,chin,left-eye-pupil,left-eye-pupil,left-of-left-eye,left-of-left-eye,top-of-left-eye,top-of-left-eye,right-of-left-eye,right-of-left-eye,bottom-of-left-eye,bottom-of-left-eye,right-eye-pupil,right-eye-pupil,left-of-right-eye,left-of-right-eye,top-of-right-eye,top-of-right-eye,right-of-right-eye,right-of-right-eye,bottom-of-right-eye,bottom-of-right-eye,left-of-left-ear,left-of-left-ear,right-of-left-ear,right-of-left-ear,left-of-right-ear,left-of-right-ear,right-of-right-ear,right-of-right-ear
coords,,,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data,2023_08_02_Bob-14h_01_21,img026.png,433.14854818483695,255.72014931708537,,,395.42178357431214,241.09572932761228,381.221259816418,242.15546990655963,396.4815241532595,232.19390846445475,408.13867052168007,241.09572932761228,394.5739911111543,252.11703134866448,462.18544004799367,241.7315736749807,447.13712382694166,242.3674180223491,460.06595889009907,230.922219769718,474.4784307637827,241.51962555919124,465.1527136690462,252.1170313486645,352.6082641848402,239.8240406328755,393.30230241641755,215.23805920129755,460.489855121678,214.3902667381397,492.7059687216767,244.06300294866483
labeled-data,2023_08_02_Bob-14h_01_21,img093.png,,,,,341.79891027957746,308.0713339170833,328.6581271006306,311.0386075381358,341.37501404799855,298.3217205907679,350.700731142735,306.587697106557,346.03787259536676,320.5762727486617,400.5085383532593,282.8495081381369,382.9168447427337,292.8110695802418,395.42178357431214,273.94768727497933,413.8612696479956,275.85522031708456,406.6550337111538,293.2349658118207,316.5770845006311,290.05574407497875,338.19579231115654,256.1440455486643,391.18282125852284,233.25364904340205,440.35478412167873,239.82404063287547
labeled-data,2023_08_02_Bob-14h_01_21,img140.png,429.1215339848371,287.5123666855051,388.0035995216808,256.99183801182215,370.1999577953658,255.08430496971698,,,386.7702409997681,245.5717082952375,400.0301536244305,261.35731856269274,385.9283417855038,268.7239366875052,454.33265294447654,264.51444061618383,442.1251143376445,264.7249154197499,453.2802789266462,255.67449886640887,463.59354430138364,267.04013825897664,456.22692617657117,276.5115044194498,337.30866216174167,243.67743506314287,377.509349642861,220.5252066708752,448.64983324819264,225.997551563593,475.5906081046496,259.25257052703205
labeled-data,2023_08_02_Bob-14h_01_21,img179.png,240.70238450568098,265.7151772747847,245.33283018413454,291.39310330984523,,,201.13312143525985,242.14199927538488,218.39205532767758,230.56588507925102,229.12627030954712,239.40582682902595,218.39205532767758,247.61434416810266,,,258.5927428087969,235.82775516840275,271.64218062989323,225.30401499009926,285.5335176652539,235.40680556127063,268.90600818353437,246.7724449538384,189.13605763199385,225.51448979366535,211.02543720286513,208.88698031194582,275.0097774869504,203.41463541922798,305.5286240040305,221.30499372234394
labeled-data,2023_08_02_Bob-14h_01_21,img201.png,328.5823787554828,171.01899332007383,327.5445057559237,205.26880230552445,306.49992624112735,165.8033598224837,294.7193896607971,165.12043016565298,308.8901800400349,158.29113359734558,315.54874419413466,167.1692191361452,306.32919382691966,173.8277832902449,354.64646704769444,170.24240259188352,345.5976490946872,168.70581086401435,355.67086153294053,160.85211981046086,364.54894707174014,172.80338880499878,356.8659884323944,177.41316398860627,271.1583165001366,171.608261905545,302.57308071435057,150.94963978641513,361.9879608586249,156.07161221264568,385.0368367766623,184.41319297112136
labeled-data,2023_08_02_Bob-14h_01_21,img216.png,287.719360678282,179.46195295909848,295.0608544892125,215.1450275285046,274.5729647842903,176.73023433177553,268.0851330443983,181.16927710117534,273.71930271325186,169.73020534926047,282.2559234236361,171.77899431975268,276.10955651215943,184.07172814270598,322.89023800506504,167.1692191361452,313.4999552236424,169.55947293505278,322.378040762442,161.3643170530839,336.5488311416799,166.9984867219375,323.5731676618958,174.68144536128332,258.8655826771833,178.77902330226775,280.7193316957669,157.26673911209946,337.2317607985106,150.0959777153767,368.13432777010155,164.94969775144529
labeled-data,2023_08_02_Bob-14h_01_21,img247.png,369.8506027745501,209.37165192524913,357.13665852995103,241.5457149115815,339.18664929923136,183.49200938602277,325.0602317342772,180.16814642956297,341.9565350962812,176.98277776295566,348.60426100920085,189.30876955982745,338.9096607195264,193.46359825540222,388.4906164867186,200.38831274802683,377.27257900866675,198.31089840023944,389.8755593852435,191.24768961776235,396.38479100831063,204.95862431315908,386.2747078490787,208.4209815594714,295.14546512613884,168.25763750224868,335.3088091833616,154.82369138655696,389.6191961758535,171.8142036633807,406.65399382771,201.59047598166651
labeled-data,2023_08_02_Bob-14h_01_21,img265.png,300.19017674788313,238.5254142199197,308.39869408695984,274.09565602258556,285.6674153018243,215.373185827652,274.3017759092565,213.68938739912346,284.82551608756,207.58561809570742,292.6130838195046,213.68938739912346,283.77314206972966,225.47597639882338,337.4442169790775,209.69036613136814,321.65860671162227,212.00558897059489,334.4975697291525,201.90279839942355,349.2308059787774,204.2180212386503,339.1280154076061,219.79315670253948,269.03990582010476,195.37807948887536,296.6121050872599,172.01537629304158,349.4412807823435,170.75252747164518,385.0115225850093,188.6428857747611
