scorer,,,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk
bodyparts,,,nose,nose,chin,chin,left-eye-pupil,left-eye-pupil,left-of-left-eye,left-of-left-eye,top-of-left-eye,top-of-left-eye,right-of-left-eye,right-of-left-eye,bottom-of-left-eye,bottom-of-left-eye,right-eye-pupil,right-eye-pupil,left-of-right-eye,left-of-right-eye,top-of-right-eye,top-of-right-eye,right-of-right-eye,right-of-right-eye,bottom-of-right-eye,bottom-of-right-eye,left-of-left-ear,left-of-left-ear,right-of-left-ear,right-of-left-ear,left-of-right-ear,left-of-right-ear,right-of-right-ear,right-of-right-ear
coords,,,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data,2023_08_02_Szocsi-13h_52_14,img003.png,264.5192753049334,184.49700572866539,284.4898016608184,223.7938479128262,250.9908542251403,160.01700567951605,240.36138051958864,165.1706899003896,246.15927526807138,153.5749004034241,256.78874897362306,159.05068988810226,254.85611739079548,170.32437412126313,302.2055911700712,143.5896372254816,288.35506482647355,149.06542671015976,295.4413806301747,135.85911089417127,311.22453855659995,133.92647931134368,305.4266438081172,150.03174250157355,,,,,303.17190696148504,100.42753187566561,345.0455912560826,108.80226873458514
labeled-data,2023_08_02_Szocsi-13h_52_14,img015.png,324.752959636393,154.2191109310333,327.97401227443896,192.87174258758492,290.6098016731057,133.6043740475391,278.69190691233564,132.9601635199299,291.57611746451954,126.84016350764256,300.9171701148528,136.82542668558506,291.57611746451954,142.30121617026322,347.94453863032396,128.77279509047014,338.28138071618605,133.2822687837345,344.0792754646688,120.72016349535522,358.8961175996803,123.94121613340118,352.7761175873929,133.2822687837345,256.46664370981847,122.9749003419874,284.4898016608184,94.62963712718287,334.4161175505309,90.44226869772311,371.13611762425495,108.15805820697594
labeled-data,2023_08_02_Szocsi-13h_52_14,img081.png,332.1613807038987,154.2191109310333,348.58874915793314,196.73700575324008,314.76769645845053,142.30121617026322,302.5276964338758,142.6233214340678,310.25822276518613,135.2149003665621,320.5655912069332,140.36858458743563,315.7340122498643,150.67595302918272,369.20348604142737,120.07595296774602,356.9634860168527,125.87384771622877,364.69401234816297,112.9896371640449,379.83295974697904,112.6675319002403,371.7803281518641,126.51805824383797,,,,,371.13611762425495,82.71174236641279,411.39927559982954,94.30753186337827
labeled-data,2023_08_02_Szocsi-13h_52_14,img102.png,268.70664373439314,127.16226877144717,279.98032796755405,164.5264793727804,,,252.27927528035872,130.38332140949313,258.72138055645064,118.14332138491844,,,,,309.61401223757696,107.51384767936676,298.01822274061146,114.2780582192633,305.1045385443126,101.07174240327481,319.59927541551946,104.61490030512539,309.61401223757696,112.9896371640449,,,,,322.8203280535654,86.89911079587256,357.92980180826646,103.6485845137116
labeled-data,2023_08_02_Szocsi-13h_52_14,img169.png,298.66243326822064,175.1559530783321,308.00348591855396,205.7559531397688,274.1824332190713,157.11805830527467,262.2645384583012,157.76226883288388,274.5045384828759,149.06542671015976,281.91295955038163,156.79595304147009,275.4708542742897,162.91595305375742,324.1087491087838,143.9117424892862,315.0898017222551,147.77700565494135,322.8203280535654,136.82542668558506,332.4834859677033,137.14753194938967,328.29611753824355,147.77700565494135,253.24559107177248,148.42121618255055,273.2161174276575,118.14332138491844,320.8876964707378,107.83595294317135,354.70874917022047,119.43174244013684
labeled-data,2023_08_02_Szocsi-13h_52_14,img176.png,387.88559134209396,232.16858477174574,388.20769660589855,256.3264795570905,350.19927547695613,197.05911101704467,334.0940122867263,194.1601636428033,349.87717021315154,190.29490047714813,359.21822286348487,198.34753207226305,350.19927547695613,205.4338478759642,399.80348610286404,187.71805836671138,392.71717029916294,193.8380583789987,395.6161176734043,182.24226888203322,404.9571703237376,183.208584673447,401.7361176856916,192.22753205997572,293.5087490473471,158.40647936049305,330.5508543848757,141.97911090645863,381.7655913298066,133.6043740475391,403.9908545323238,147.77700565494135
labeled-data,2023_08_02_Szocsi-13h_52_14,img204.png,338.28138071618605,147.77700565494135,,,,,,,,,,,,,,,,,,,,,,,225.22243312077256,141.97911090645863,232.9529594520829,131.34963720090693,,,,
labeled-data,2023_08_02_Szocsi-13h_52_14,img229.png,405.2792755875422,184.81911099247,,,,,,,,,,,,,,,,,,,,,,,305.7487490719218,146.48858459972297,,,,,,
