scorer,,,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk
bodyparts,,,nose,nose,chin,chin,left-eye-pupil,left-eye-pupil,left-of-left-eye,left-of-left-eye,top-of-left-eye,top-of-left-eye,right-of-left-eye,right-of-left-eye,bottom-of-left-eye,bottom-of-left-eye,right-eye-pupil,right-eye-pupil,left-of-right-eye,left-of-right-eye,top-of-right-eye,top-of-right-eye,right-of-right-eye,right-of-right-eye,bottom-of-right-eye,bottom-of-right-eye,left-of-left-ear,left-of-left-ear,right-of-left-ear,right-of-left-ear,left-of-right-ear,left-of-right-ear,right-of-right-ear,right-of-right-ear
coords,,,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data,2023_07_31_Bob-14h_47_55,img005.png,507.7840287030661,251.57376272558707,493.8861037829646,284.53169896468484,462.51650182044983,225.7633307311129,450.60399474607715,222.9837457470926,462.9135853895956,218.61582648648925,473.2377581873852,229.73416642257047,462.9135853895956,234.49916925231952,,,,,,,,,,,402.15979931029483,211.46832224186562,437.5002369642672,197.9674808909099,,,,
labeled-data,2023_07_31_Bob-14h_47_55,img025.png,510.1665301179406,327.0196408632808,,,,,,,,,,,,,,,,,,,,,,,496.2686051978391,249.58834487985825,,,,,,
labeled-data,2023_07_31_Bob-14h_47_55,img030.png,505.7986108573373,322.2546380335317,,,,,,,,,,,,,,,,,,,,,,,494.28318735211036,246.01459275754644,,,,,,
labeled-data,2023_07_31_Bob-14h_47_55,img035.png,462.11941825130407,271.42794118287486,435.51481911853836,288.8996182252882,432.3381505653723,237.67583780548557,422.0139777675827,231.71958426829923,433.92648484195536,231.71958426829923,441.4710726557247,240.0583392203601,431.14689985793507,243.6320913426719,,,,,,,,,,,375.5552001775291,201.14414944407596,415.2635570921048,193.20247806116083,,,,
labeled-data,2023_07_31_Bob-14h_47_55,img069.png,493.8861037829646,317.8867187729284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,2023_07_31_Bob-14h_47_55,img093.png,270.32805435390367,313.91588308147084,,,254.44471158807337,275.0016933051867,245.31178949772095,275.0016933051867,251.26804303490732,267.8541890605631,259.6067979869682,276.59002758176973,256.43012943380216,283.3404482572476,296.9326534866693,267.8541890605631,285.81431355058817,274.2075261668952,290.976399949483,259.91251767764794,306.0655755770217,262.29501909252247,302.4918234547099,274.6046097360409,,,252.45929374234458,221.39541147050954,311.6247455450623,210.67415510357412,345.37684892245164,211.46832224186562
labeled-data,2023_07_31_Bob-14h_47_55,img109.png,286.60848068887964,241.2495899277974,297.3297370558151,270.6337740445834,273.50472290706966,219.40999362478078,263.57763367842574,219.40999362478078,273.9018064762154,213.05665651844868,282.63764499742206,220.2041607630723,274.2988900453612,229.73416642257047,322.7430854811435,211.86540581101139,310.0364112684793,215.4391579333232,318.37516622054017,203.52665085895052,330.2876732949129,205.11498513553352,324.72850332687227,220.60124433221802,258.4155472795309,206.3062358429708,284.2259792740051,185.2608066782457,327.5080883108926,178.1133024336221,363.64269310315643,195.1878959068896
labeled-data,2023_07_31_Bob-14h_47_55,img154.png,350.9360188904922,300.01795816136934,,,321.15475120456045,268.25127262970886,308.44807699189624,265.4716876456885,320.3605840662689,261.50085195423094,331.8760075714959,271.42794118287486,323.1401690502893,277.38419472006126,383.4968715604443,269.4425233371461,370.79019734778007,271.03085761372915,381.51145371471546,261.10376838508523,393.4239607890882,264.2804369382512,385.0852058370273,276.98711115091544,285.8143135505881,246.01459275754647,317.9780826513944,218.61582648648925,379.92311943813246,221.39541147050957,414.4693899538133,246.0145927575465
