scorer,,,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk
bodyparts,,,nose,nose,chin,chin,left-eye-pupil,left-eye-pupil,left-of-left-eye,left-of-left-eye,top-of-left-eye,top-of-left-eye,right-of-left-eye,right-of-left-eye,bottom-of-left-eye,bottom-of-left-eye,right-eye-pupil,right-eye-pupil,left-of-right-eye,left-of-right-eye,top-of-right-eye,top-of-right-eye,right-of-right-eye,right-of-right-eye,bottom-of-right-eye,bottom-of-right-eye,left-of-left-ear,left-of-left-ear,right-of-left-ear,right-of-left-ear,left-of-right-ear,left-of-right-ear,right-of-right-ear,right-of-right-ear
coords,,,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data,2023_07_31_Bob-14h_45_31,img004.png,236.6629395647102,184.53625139895507,248.4027405955124,230.14086309553286,,,,,,,,,,,282.9483567313316,171.02148603584897,269.83876405633873,174.9264710879745,281.97211046830023,164.04829844276765,293.6870656246768,171.02148603584897,282.9483567313316,178.69199238823842,,,,,300.1023982103116,156.65671959410147,337.75761121295074,176.4605723584524
labeled-data,2023_07_31_Bob-14h_45_31,img040.png,246.34439466669255,205.401966800638,259.4851778456394,243.7645757585312,235.1111445298509,193.7448204322174,224.7256868561671,194.80456101116476,234.89919641406144,184.2071552216915,242.52932858248218,189.71780623221758,237.0186775719561,200.95105636905924,287.25038101405937,183.35936275853362,275.38128652984926,185.69079203221776,286.190640435112,175.72923059011288,296.99999434037477,180.18014102169167,288.73401782458564,190.56559869537546,221.54646511932512,185.0549476848494,247.40413524563988,160.25701813748194,295.09246129826954,154.3224708953769,333.87896648774165,173.82169754800768
labeled-data,2023_07_31_Bob-14h_45_31,img053.png,308.0212963614269,227.65651895853185,303.3584378140587,257.7531514006359,279.19635261405966,193.7448204322174,268.1750505930075,191.62533927432276,280.89193754037535,187.174428842744,290.21765463511184,200.5271601374803,278.3485601509018,204.34222622169068,334.09091460353113,201.5869007164276,320.9501314245843,204.7661224532696,332.18338156142596,195.44040535853313,343.84052792984653,200.52716013748028,335.7864995298469,214.30378766379553,242.95322481406112,177.21286740063914,281.5277818877438,158.13753697958728,336.42234387721527,165.34377291642906,361.22027342458273,194.38066477958577
labeled-data,2023_07_31_Bob-14h_45_31,img097.png,257.15374857195525,226.1728821480056,265.84362131932335,256.2695145901096,245.28465408774522,201.1630044848487,236.59478134037715,199.89131579011192,244.43686162458738,193.3209242006385,252.91478625616597,199.89131579011192,246.7682908982715,210.2767734637957,299.33142361405885,196.07624970590155,284.28310739300684,199.89131579011192,297.2119424561642,189.92975434800707,310.352725635111,192.6850798532701,301.2389566561641,206.88560361116427,230.02438975090374,185.9027401480072,259.27322972984996,160.25701813748194,312.0483105614268,160.89286248485033,346.3839053193201,184.6310514532704
labeled-data,2023_07_31_Bob-14h_45_31,img121.png,378.79892291378167,259.63821760424014,356.9384977317823,292.1997949540919,344.7740723751151,210.292664219199,333.82608955411456,206.2378557669766,348.42339998211526,204.61593238608762,354.5056126604489,220.42968534975506,337.88089800633696,222.45708957586626,395.0536971826731,232.18862986120007,386.53859943300597,232.99959155164456,397.8920630992288,225.29545549242195,401.9468715514512,233.40507239686679,394.64821633745083,243.1366126822006,294.4944475675571,177.85419660141966,340.71926392289265,167.3116946256414,390.99888873045063,182.71996674408655,,
labeled-data,2023_07_31_Bob-14h_45_31,img140.png,275.4368478421117,283.68469720442477,288.4122348892235,316.1231648222041,260.4340565688888,239.48728507520042,249.080592902666,240.2982467656449,259.2176140332221,232.99959155164456,268.9491543185559,245.1640169083118,259.2176140332221,252.8681529675344,317.6068557452249,236.24343831342247,305.03694954333537,241.92017014653388,319.22877912611386,228.5393022541999,331.79868532800333,233.81055324208904,320.85070250700284,250.43526789620094,245.8367461408881,208.67074083831005,281.11357967522315,183.9364092797533,327.33839603055867,185.15285181542,369.9138847788941,211.10362590964348
labeled-data,2023_07_31_Bob-14h_45_31,img165.png,246.24222698611032,210.292664219199,256.7847289618886,259.76132733631255,241.37645684344344,196.10083463642053,230.83395486766514,201.77756646953193,244.21482275999912,188.80217942242018,,,,,299.360217710224,190.8295836485314,284.35742643700104,192.8569878746426,298.54925601977953,183.53092843453106,311.9301239121135,188.80217942242018,298.1437751745573,199.75016224342073,,,,,318.8232982808916,168.93361800653034,357.74945942222683,192.8569878746426
labeled-data,2023_07_31_Bob-14h_45_31,img183.png,246.24222698611032,228.13382140897764,265.70530755677794,273.14219522864653,236.51068670077652,209.88718337397677,225.562703879776,211.91458760008797,234.48328247466532,203.80497069564314,243.80934191477687,208.2652599930878,234.88876331988754,220.42968534975506,291.6560816510014,195.28987294597607,278.68069460388966,199.75016224342073,289.22319657966796,187.1802560415312,301.3876219363352,191.23506449375364,293.6834858771126,202.99400900519865,,,,,303.4150261624464,166.09525208997465,344.7740723751151,181.9090050536421
