scorer,,,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk
bodyparts,,,nose,nose,chin,chin,left-eye-pupil,left-eye-pupil,left-of-left-eye,left-of-left-eye,top-of-left-eye,top-of-left-eye,right-of-left-eye,right-of-left-eye,bottom-of-left-eye,bottom-of-left-eye,right-eye-pupil,right-eye-pupil,left-of-right-eye,left-of-right-eye,top-of-right-eye,top-of-right-eye,right-of-right-eye,right-of-right-eye,bottom-of-right-eye,bottom-of-right-eye,left-of-left-ear,left-of-left-ear,right-of-left-ear,right-of-left-ear,left-of-right-ear,left-of-right-ear,right-of-right-ear,right-of-right-ear
coords,,,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data,2023_08_02_Bob-14h_02_21,img015.png,385.53592528000996,279.28641503972653,,,356.49903341685325,255.7601741870959,343.5701983536959,253.42874491341178,359.4663070379057,248.13004201867517,367.94423166948434,259.78718838709574,355.015396606327,264.23809881867453,417.54009076421926,261.4827733134115,403.33956700632507,261.270825197622,416.2684020694824,253.00484868183287,426.8658078589557,262.5425138923588,418.81177945895604,271.2323866397269,320.2559056168547,246.6464052081489,354.3795522589586,226.29938609236024,416.9042464168508,232.02198521867584,445.5172420484286,262.11861766077993
labeled-data,2023_08_02_Bob-14h_02_21,img037.png,332.3369482168542,294.7586274923575,347.5972125536957,340.32747238709254,315.8049951852759,277.16693388183194,302.4522638905396,276.95498576604245,312.201877216855,266.3575799765692,324.07097170106505,274.1996602607794,316.86473576422327,286.91654720814734,371.54734963790526,264.450046934464,355.2273447221164,267.62926867130597,369.00397224843164,254.06458926078025,383.2044960063258,261.0588770818326,373.0309864484315,273.77576402920045,298.63719780632925,261.0588770818326,320.8917499642231,238.16848057657032,373.4548826800104,228.84276348183388,418.1759351115876,244.31497593446485
labeled-data,2023_08_02_Bob-14h_02_21,img094.png,391.04657629053605,279.498363155516,367.0964392063265,253.21679679762238,352.89591544843233,250.46147129235933,367.73228355369486,244.73887216604376,376.8460525326419,255.76017418709594,366.4605948589581,262.96641012393775,423.6865861221137,257.0318628818327,410.3338548273774,259.15134403972735,422.6268455431664,247.28224955551735,432.8003551010607,253.42874491341183,426.0180153957978,264.02615070288505,,,,,,,,,,
labeled-data,2023_08_02_Bob-14h_02_21,img127.png,548.994306635012,394.43774563176254,,,512.7175959959609,342.859484059652,503.43350891298104,337.18587528671986,516.156146767435,336.3262375938514,525.0963787732675,353.5189914512215,508.93519014733954,353.34706391264785,,,,,,,,,,,448.596593542828,291.92544150550776,496.9342299091034,284.60947492034177,538.4784687320104,295.84470931898954,,
labeled-data,2023_08_02_Bob-14h_02_21,img146.png,,,,,506.34047266145967,338.17280170459287,492.23110853292525,329.2891279940342,509.9984559540427,328.24398991043904,517.0531380183099,346.53390637335406,503.9889119733706,350.7144587077346,,,,,,,,,,,433.4420913306984,294.01571767269803,477.5991753625932,277.03222381427696,,,,
labeled-data,2023_08_02_Bob-14h_02_21,img156.png,,,,,,,,,,,,,,,,,,,,,,,,,475.5903161006334,269.11279784843737,523.5627913360481,255.89589140602718,571.5352665714629,278.90309891688935,,
labeled-data,2023_08_02_Bob-14h_02_21,img181.png,564.9739975371136,371.7007903748545,,,525.602591203736,327.1715578842657,510.12911273210284,320.46638387989134,,,538.1533015196162,335.2521521972297,522.3359679708357,338.86263050727746,574.0861570815198,345.5678045116518,566.3494178457033,342.47310881732517,,,581.479041240189,349.86599297599435,573.2265193886514,356.39923944179503,465.55710198078793,287.80657664628393,510.702050643944,278.9047557831264,574.4984334965729,308.5774919936515,,
labeled-data,2023_08_02_Bob-14h_02_21,img205.png,391.6663101518997,255.85664754892832,394.8017244026852,302.3652922689122,388.7921804220131,240.96342985769752,380.16979123235313,239.39572273230476,390.35988754740583,234.1700323143291,394.54043988178637,241.2247143785963,385.9180506921264,248.27939644286354,440.7878000808715,241.2247143785963,424.326875264248,242.26985246219144,442.616791727163,232.60232518893636,450.9778963959242,241.4859988994951,436.34596322559213,250.3696726100538,,,,,463.48694067657823,218.3966060143038,495.3636522262301,249.48946400125936
