scorer,,,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk
bodyparts,,,nose,nose,chin,chin,left-eye-pupil,left-eye-pupil,left-of-left-eye,left-of-left-eye,top-of-left-eye,top-of-left-eye,right-of-left-eye,right-of-left-eye,bottom-of-left-eye,bottom-of-left-eye,right-eye-pupil,right-eye-pupil,left-of-right-eye,left-of-right-eye,top-of-right-eye,top-of-right-eye,right-of-right-eye,right-of-right-eye,bottom-of-right-eye,bottom-of-right-eye,left-of-left-ear,left-of-left-ear,right-of-left-ear,right-of-left-ear,left-of-right-ear,left-of-right-ear,right-of-right-ear,right-of-right-ear
coords,,,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data,2023_07_31_Bob-14h_44_14,img008.png,204.78870846840533,186.18076327068482,214.06852807152157,229.79591540533116,,,,,,,,,,,,,,,,,,,,,,,,,295.73094057894446,148.13350289790833,336.5621468326559,163.90919622320595
labeled-data,2023_07_31_Bob-14h_44_14,img014.png,219.6364198333913,216.80416796096844,245.15592374196095,257.17138323452406,,,,,,,,,,,266.0355178489725,187.57273621115232,254.43574334507719,194.9965918936453,262.7875809878818,177.82892562788027,274.3873554917771,183.39681738975,266.9634998092841,194.5326009134895,,,,,313.8265888050211,153.7013946597781,360.6896778007581,174.58098876678963
labeled-data,2023_07_31_Bob-14h_44_14,img022.png,297.1229135194119,268.7711577384194,306.4027331225281,296.6106165477681,272.06740059099803,226.54797854424052,260.46762608710276,228.40394246486375,269.74744569021897,220.05210482205914,280.4192382338027,234.89981618704513,272.06740059099803,240.00371696875905,334.24219193187685,221.4440777625266,319.3944805668909,230.25990638548703,330.0662731104745,214.94820404034525,346.76994839608375,218.19614090143597,337.0261378128117,233.50784324657772,250.25982452367487,195.9245738539569,279.95524725364686,172.72502484616635,350.01788525717444,174.11699778663385,386.20918170932777,183.39681738975005
labeled-data,2023_07_31_Bob-14h_44_14,img051.png,227.9882574761959,220.0521048220591,240.05202296024703,264.13124793686126,225.66830257541687,204.74040247691732,214.9965100318332,209.84430325863124,225.20431159526106,196.3885648341127,231.70018531744242,201.49246561582663,,,285.52313901551656,196.38856483411274,268.81946372990734,198.244528754736,285.52313901551656,187.57273621115232,299.44286842019096,194.99659189364533,285.52313901551656,207.98833933800805,,,,,305.4747511622165,167.15713308429662,347.6979303563954,189.89269111193144
labeled-data,2023_07_31_Bob-14h_44_14,img090.png,380.641289947458,165.7651601438292,374.1454162252766,214.94820404034527,350.48187623733025,164.3731872033618,336.5621468326559,168.54910602476406,351.4098581976419,158.34130446133622,359.76169584044646,166.22915112398502,350.48187623733025,170.86906092554315,415.9046044392997,170.40506994538737,401.98487503462536,169.47708798507574,416.3685954194555,163.4452052430502,427.9683699233508,174.11699778663387,415.4406134591439,178.75690758819198,312.8986068447095,177.8289256278803,352.8018311381093,148.1335028979084,420.54451424085784,153.70139465977815,453.02388285176465,192.21264601271054
labeled-data,2023_07_31_Bob-14h_44_14,img115.png,287.3791029361398,170.40506994538728,302.2268143011258,216.8041679609685,,,,,,,,,,,338.4181107532791,160.19726838195945,323.1064084081373,164.83717818351758,334.24219193187685,152.30942171931065,348.625912316707,158.80529544149204,337.4901287929675,166.6931421041408,,,,,,,393.1690464116649,162.05323230258276
labeled-data,2023_07_31_Bob-14h_44_14,img149.png,263.9718680768344,269.72707873760413,285.64889121983833,304.22712965534265,243.21077548916878,239.50137041144376,230.38774771443406,245.60757411369838,239.85236345292873,233.7004768943019,252.37008104255068,240.72261115189468,248.4010486360852,253.54563892662935,301.21971066058757,215.99248615776352,285.64889121983833,229.1208241176109,294.19757640299474,210.80221301084708,312.5161875097586,211.41283338107255,305.18874306705305,229.73144448783637,226.72402549308129,233.39516670918914,252.37008104255068,192.78891208919597,297.2506782541221,172.94375005686848,348.5427893530608,183.01898616558861
labeled-data,2023_07_31_Bob-14h_44_14,img184.png,427.3128171121453,193.39953245942147,407.4676550798178,241.33323152212017,376.3260161983193,172.02781950153033,362.2817476831337,172.02781950153033,378.4631874941084,166.22692598438846,387.9278032326031,180.27119449957405,374.1888449025302,180.57650468468677,,,,,,,,,,,314.6533588055477,173.85968061220672,363.1976782384719,157.06762043100653,,,,
