scorer,,,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk
bodyparts,,,nose,nose,chin,chin,left-eye-pupil,left-eye-pupil,left-of-left-eye,left-of-left-eye,top-of-left-eye,top-of-left-eye,right-of-left-eye,right-of-left-eye,bottom-of-left-eye,bottom-of-left-eye,right-eye-pupil,right-eye-pupil,left-of-right-eye,left-of-right-eye,top-of-right-eye,top-of-right-eye,right-of-right-eye,right-of-right-eye,bottom-of-right-eye,bottom-of-right-eye,left-of-left-ear,left-of-left-ear,right-of-left-ear,right-of-left-ear,left-of-right-ear,left-of-right-ear,right-of-right-ear,right-of-right-ear
coords,,,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data,2023_08_14_Bob-14h_19_53,img269.png,252.03580201961722,238.53525435387107,279.5011596544215,272.5808539220139,,,,,,,,,,,,,,,,,,,,,,,,,311.5440768950265,164.436008234972,352.45601587187036,169.5857627914978
labeled-data,2023_08_14_Bob-14h_19_53,img271.png,264.05189598484407,218.79452855385549,285.22310916167237,256.8454927770739,,,,,,,,,,,,,,,,,,,,,,,,,324.70456076170353,153.85040164655786,359.8945502312965,164.72210571033457
labeled-data,2023_08_14_Bob-14h_19_53,img276.png,262.9075060833939,234.815987174158,290.65896119356074,273.7252438234641,,,,,254.61067929788013,221.65550330748096,,,,,300.9584703066123,199.625997704565,288.6562788660229,209.06721439152898,295.80871575008655,195.62063304948938,308.11090719067596,192.47356082050138,301.24456778197487,204.2035573103657,,,,,322.98797590952825,163.57771580888436,362.18333003419684,172.73283502048582
labeled-data,2023_08_14_Bob-14h_19_53,img277.png,261.7631161819437,236.8186695016958,290.94505866892325,274.5835362495517,300.1001778805247,201.6286800321028,288.3701813906604,211.0698967190668,296.3809107008116,197.0511204263021,308.11090719067596,193.61795072195156,303.24725010951266,205.3479472118159,,,,,253.75238687179248,222.51379573356857,,,,,,,,,,,,
labeled-data,2023_08_14_Bob-14h_19_53,img287.png,327.8516329906915,189.8986835422385,341.8704092834562,234.815987174158,301.81676273269994,191.9013658697763,290.3728637181982,193.61795072195156,299.24188545443707,187.89600121470068,309.8274920428512,188.1820986900632,303.24725010951266,193.90404819731413,356.7474780023085,171.3023476436731,345.30357898780676,177.8825895770116,353.314308297958,167.29698298859745,363.32771993564705,166.72478803787237,359.8945502312965,175.0216148233862,278.35676975297133,202.2008749828279,292.08944857037346,175.59380977411126,367.6191820660852,149.84503699148223,396.5150270777022,164.72210571033457
labeled-data,2023_08_14_Bob-14h_19_53,img291.png,321.5574885327155,203.63136235964063,328.13773046605405,243.1128139596718,294.66432584863634,193.90404819731413,281.78993945732185,193.33185324658902,292.9477409964611,187.3238062639756,305.24993243705046,193.90404819731413,294.9504233239989,201.34258255674027,351.31162597042015,181.0296618059996,339.2955320051933,187.60990373933814,348.7367486921573,174.16332239729854,360.4667451820216,178.16868705237417,354.7447956747707,187.89600121470068,267.77116316455715,197.33721790166464,290.65896119356074,169.5857627914978,366.7608896399976,156.13918144945822,388.7903952429135,172.73283502048582
labeled-data,2023_08_14_Bob-14h_19_53,img299.png,339.00943452983074,229.0940376669071,342.4426042341813,265.4284170379503,308.11090719067596,207.9228244900788,292.08944857037346,206.20623963790354,307.8248097153134,202.773069933553,318.4104163037275,209.35331186689152,308.39700466603847,214.50306642341732,364.1860123617347,201.34258255674027,353.6004057733205,205.06184973645335,363.89991488637213,194.19014567267666,373.3411315733361,197.0511204263021,365.9025972139099,207.35062953935372,266.34067578774443,196.19282800021446,293.8060334225487,171.5884451190356,371.6245467211608,167.86917793932255,393.9401497994393,185.6072214118003
labeled-data,2023_08_14_Bob-14h_19_53,img311.png,368.47747449217286,280.8776807075277,,,330.4265102689544,241.68232658285908,316.1216365008272,237.3908644524209,330.9987052196795,235.96037707560816,342.7287017095438,246.54598366402232,328.9960228921417,251.40964074518558,390.22088261972624,241.11013163213397,380.77966593276227,244.54330133648452,390.22088261972624,236.24647455097073,400.52039173277785,236.8186695016958,392.22356494726404,247.6903735654725,287.22579148921017,208.20892196544133,320.98529358199045,192.47356082050138,392.7957598979891,192.47356082050138,411.39209579655454,203.63136235964063
