scorer,,,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk
bodyparts,,,nose,nose,chin,chin,left-eye-pupil,left-eye-pupil,left-of-left-eye,left-of-left-eye,top-of-left-eye,top-of-left-eye,right-of-left-eye,right-of-left-eye,bottom-of-left-eye,bottom-of-left-eye,right-eye-pupil,right-eye-pupil,left-of-right-eye,left-of-right-eye,top-of-right-eye,top-of-right-eye,right-of-right-eye,right-of-right-eye,bottom-of-right-eye,bottom-of-right-eye,left-of-left-ear,left-of-left-ear,right-of-left-ear,right-of-left-ear,left-of-right-ear,left-of-right-ear,right-of-right-ear,right-of-right-ear
coords,,,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data,2023_08_02_Szocsi-13h_53_13,img001.png,285.427918700679,186.2321370247656,293.5277388485414,222.55068542969684,272.6249771766385,164.28423726926758,260.08332017349676,161.9326765811785,272.8862616975373,157.49083972589915,279.15709019910815,165.8519443946603,270.795985530347,172.12277289623117,319.3949064175212,161.41010753938093,308.1596720188734,165.06809083196393,318.08848381302727,154.6167099960125,331.6752788997642,157.75212424679793,321.2238980638127,168.46478960364817,255.90276783911622,147.82331245264407,283.5989270543875,128.2269733852351,326.4495884817884,124.8302746135509,361.9842833240233,140.50734586747805
labeled-data,2023_08_02_Szocsi-13h_53_13,img016.png,272.8862616975373,154.35542547511372,282.8150734916912,197.72865594431218,269.4895629258531,140.76863038837683,263.480018945181,141.55248395107319,271.3185545721446,136.3267935330975,274.45396882293,138.41706970028775,268.44442484225794,145.471751764555,312.86279339505154,138.67835422118654,304.24040420539166,139.20092326298413,312.6015088741527,132.66881024051446,322.00775162650905,135.80422449129992,314.1692159995455,143.64276011826348,,,,,335.0719776714484,111.7660485686116,366.68740470020145,135.80422449129992
labeled-data,2023_08_02_Szocsi-13h_53_13,img044.png,374.525940327165,164.28423726926758,378.18392361974804,200.34150115330004,342.1266597357156,146.51688984815013,329.58500273257386,143.12019107646591,342.64922877751314,139.98477682568048,354.14574769705973,149.39101957803678,342.38794425661433,152.26514930792342,395.4287019990679,141.02991490927562,386.0224592467116,143.12019107646591,394.3835639154728,132.93009476141327,405.3575137932218,135.28165544950232,399.6092543334485,146.25560532725135,309.2048101024685,134.2365173659072,341.3428061730192,113.07247117310553,388.11273541390193,111.5047640477128,418.6830243590599,126.13669721804482
labeled-data,2023_08_02_Szocsi-13h_53_13,img077.png,334.288124108752,136.58807805399627,329.8462872534726,175.78075618881417,313.9079314786467,125.09155913444968,302.9339816008977,122.7399984463606,316.25949216673575,119.34329967467639,322.26903614740786,127.70440434343755,312.6015088741527,130.83981859422298,366.42612017930264,128.2269733852351,354.40703221795854,130.05596503152663,362.7681368867197,121.95614488366425,378.70649266154567,127.70440434343755,367.2099737419991,133.9752328450084,,,,,,,,
labeled-data,2023_08_02_Szocsi-13h_53_13,img099.png,307.37581845617706,81.19575962345363,307.11453393527825,121.69486036276547,,,,,,,,,,,,,,,,,,,,,,,,,,,379.2290617033432,119.60458419557517
labeled-data,2023_08_02_Szocsi-13h_53_13,img106.png,302.9339816008977,57.4188682216641,300.3211363919098,83.28603579064392,,,,,,,,,,,,,,,,,,,,,,,,,,,373.4808022435699,122.47871392546182
labeled-data,2023_08_02_Szocsi-13h_53_13,img129.png,284.90534965888145,142.07505299287078,299.79856735011225,178.9161704395996,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,2023_08_02_Szocsi-13h_53_13,img141.png,250.93836194203925,101.05338321176137,256.4253368809138,138.41706970028775,,,,,,,,,,,,,,,,,,,,,,,,,,,,
