scorer,,,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk
bodyparts,,,nose,nose,chin,chin,left-eye-pupil,left-eye-pupil,left-of-left-eye,left-of-left-eye,top-of-left-eye,top-of-left-eye,right-of-left-eye,right-of-left-eye,bottom-of-left-eye,bottom-of-left-eye,right-eye-pupil,right-eye-pupil,left-of-right-eye,left-of-right-eye,top-of-right-eye,top-of-right-eye,right-of-right-eye,right-of-right-eye,bottom-of-right-eye,bottom-of-right-eye,left-of-left-ear,left-of-left-ear,right-of-left-ear,right-of-left-ear,left-of-right-ear,left-of-right-ear,right-of-right-ear,right-of-right-ear
coords,,,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data,2023_08_02_Bob-14h_03_39,img016.png,406.9314545810941,221.11314889641096,406.3195332902127,261.254124884575,377.14066416278956,210.5610017738324,364.76188138548304,208.6697988495217,376.79680908564217,202.13655238372104,385.22125847575353,210.90485685097983,378.00030185565805,218.6415960867964,429.2347083506212,207.29437854093212,417.54363572760946,209.52943654239024,428.20314311917895,199.72956684368924,437.14337512501146,207.4663060795058,429.5785634277686,216.0626830081909,338.9727505994278,207.1224510023584,369.2319973883993,184.08416083348237,427.34350542631046,180.30175498486093,454.33612898238164,201.96462484514737
labeled-data,2023_08_02_Bob-14h_03_39,img028.png,435.7679548164218,213.82762500673277,427.34350542631046,248.72891533719422,396.74040356019157,199.38571176654182,384.53354832145874,196.6348711493626,397.25618617591266,192.33668268502004,407.39991095176106,201.79269730657364,394.67727309730714,205.57510315519505,446.94324482371246,206.60666838663732,438.17494035645365,204.8873930009003,447.45902743943356,201.62076976799997,452.6168535966446,208.84172638809542,447.63095497800725,215.0311177767487,350.66382322243953,195.25945084077296,386.0808961686221,177.378986829108,437.14337512501146,184.0841608334824,459.4939551395927,200.07342192083664
labeled-data,2023_08_02_Bob-14h_03_39,img068.png,418.05941834333055,233.77121948128217,415.13665018757763,272.62684319893873,389.1755918629487,215.54690039246975,377.31259170136326,211.76449454384834,390.722939710112,207.1224510023584,399.4912441773708,218.12581347107528,388.3159541700802,223.97134978258117,440.92578097363287,222.42400193541786,430.2662735820634,222.76785701256526,441.0977085122066,214.1714800838802,450.5537231337602,223.11171208971265,443.160838975091,230.16074117123443,346.365634758097,206.26281330948987,375.5933163156262,188.7262043749723,444.1924042065332,195.25945084077298,463.62021606536155,214.1714800838802
labeled-data,2023_08_02_Bob-14h_03_39,img092.png,449.8660129794654,250.10433564578383,438.5187954336011,286.38104628483484,415.8243603418724,221.90821931969677,401.5543746402552,219.15737870251752,416.68399803474097,213.65569746815908,425.4523025019997,226.89411793833412,413.0735197246932,231.53616147982407,467.40262191398295,236.69398763703512,456.22733190669237,236.178205021314,468.26225960685144,226.89411793833412,475.8270713040943,239.10097317706695,466.88683929826186,246.4938573357361,366.1373016940727,210.90485685097983,402.4140123331237,190.96126237643043,466.54298422111447,204.5435379237529,480.81296992273167,227.23797301548151
labeled-data,2023_08_02_Bob-14h_03_39,img108.png,465.8552740668196,270.3917851974806,,,432.30789211537774,237.4834019968875,419.4133267223501,232.84135845539757,436.2622255025729,229.74666276107092,443.139327045521,240.75002522978784,432.30789211537774,249.00254708132553,479.7598927617194,252.26917031422585,472.19508106447654,251.92531523707845,480.10374783886687,243.5008658469671,488.18434215183083,251.92531523707845,482.16687830175124,261.20940232005836,381.93312331328315,211.17848859511116,428.1816311896089,198.28392320208354,477.696762298835,213.92932921229038,488.18434215183083,233.5290686096924
labeled-data,2023_08_02_Bob-14h_03_39,img133.png,438.8411385811784,245.3920687712778,432.8236747310989,274.103967713086,406.3468337907488,215.4766770594537,393.9680510134423,211.17848859511116,410.4730947165176,208.59957551650564,416.8344136437446,220.11872060094365,403.4240656349959,224.41690906528618,459.3005156714489,226.1361844510232,448.1252256641583,226.823894605318,456.8935301314171,218.91522783092773,467.3811099844129,226.3081119895969,458.7847330557278,233.5290686096924,366.8034999187974,195.3611550463306,399.98551486352187,182.81044473045037,459.9882258257437,198.62777827923094,,
labeled-data,2023_08_02_Bob-14h_03_39,img152.png,397.57297654197623,251.39692552579078,401.49224435545796,285.363913242633,375.886361307377,228.4038876866976,363.8672733460328,225.79104247770974,378.49920651636484,219.78149849703766,385.81517310153083,231.27801741658425,375.6250767864782,239.37783756444662,429.7109726125269,226.3136115195073,418.73702273477784,228.14260316579882,427.6206964453366,216.907368767151,438.3333618021868,223.96205083141822,431.0173952170208,236.50370783455998,351.5869008637899,212.46553191187164,382.4184743298466,192.34662380266514,443.2977676992638,198.617452304236,,
labeled-data,2023_08_02_Bob-14h_03_39,img173.png,540.8137629277096,331.7284081344672,506.3242061690698,350.5408936391798,519.1271476931103,287.57132410257236,512.8563191915395,282.0843491636979,525.1366916737824,281.82306464279907,,,,,,,,,,,,,,,473.92492557762034,229.8274449839407,504.23393000187946,231.91772115113096,,,,
